"기관코드","기관명","검체명","검사명","rslt","제조사명","정답","기준SDI","세부SDI"
"1000002702","삼성베스트내과의원","CU-25-02","-Protein","-","Others","2+, 3+, 4+","",""
"1000002741","정관일신기독병원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000002756","히즈메디 병원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000002766","의료법인성원의료재단 영도참편한요양병원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000002773","성모내과의원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000002795","연세국민건강내과소아청소년과의원","CU-25-02","-pH","7.0","Abbott","5.5, 6.0, 6.5","",""
"1000002921","오강렬내과의원","CU-25-02","-pH","7.0","Abbott","5.5, 6.0, 6.5","",""
"1000002957","감천참편한요양병원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000003248","목화병원","CU-25-02","-pH","7.0","Others","5.5, 6.0, 6.5","",""
"1000003592","굿프라임메디컬의원","CU-25-02","-pH","5.0","㈜디에프아이","6.0, 6.5, 7.0","",""
"1000003612","연세은혜내과의원","CU-25-02","-pH","7.0","Abbott","5.5, 6.0, 6.5","",""
"1000003613","송도센트럴내과의원","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"100000P098","양구군보건소","CU-25-02","-pH","5.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000000358","삼성서울병원","CU-25-02","-Glucose","±","Roche","-","",""
"1000000373","국군계룡대지구병원","CU-25-02","-Bilirubin","2+","Sysmex","-","",""
"1000000907","황효주내과의원","CU-25-02","-Glucose","1+","Abbott","-","",""
"1000000989","효성시티병원","CU-25-02","-Bilirubin","±","Roche","-","",""
"1000001061","하늘병원","CU-25-02","-Ketone","±","YD diagnostics","-","",""
"1000001365","송호신 내과 의원","CU-25-02","-Ketone","1+","㈜디에프아이","-","",""
"1000001672","7사단 의무근무대","CU-25-02","-Bilirubin","2+","㈜디에프아이","-","",""
"1000001772","서울의원","CU-25-02","-Glucose","3+","Abbott","-","",""
"1000002541","하나병원","CU-25-02","-Glucose","±","㈜디에프아이","-","",""
"1000002773","성모내과의원","CU-25-02","-Glucose","1+","YD diagnostics","-","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-02","-Glucose","3+","YD diagnostics","-","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-02","-Ketone","3+","YD diagnostics","-","",""
"1000003248","목화병원","CU-25-02","-Glucose","2+","Others","-","",""
"1000003248","목화병원","CU-25-02","-Ketone","2+","Others","-","",""
"1000003626","경대연합속내과","CU-25-02","-Ketone","±","Others","-","",""
"100000P064","만안구 보건소","CU-25-02","-Glucose","±","Roche","-","",""
"100000P079","은평구보건소","CU-25-02","-Glucose","2+","Siemens Healthineers","-","",""
"1000000373","국군계룡대지구병원","CU-25-02","-Blood","-","Sysmex","2+, 3+","",""
"1000000563","의료법인 영동의료재단 의정부백병원","CU-25-02","-Blood","-","Roche","2+, 3+","",""
"1000000661","윤호21병원","CU-25-02","-Blood","-","Abbott","2+, 3+","",""
"1000000674","장호의료재단 녹동현대병원","CU-25-02","-Blood","-","YD diagnostics","2+, 3+","",""
"1000000907","황효주내과의원","CU-25-02","-Blood","-","Abbott","2+, 3+","",""
"1000000907","황효주내과의원","CU-25-02","-Urobilinogen","2+","Abbott","-/±","",""
"1000001231","혜화영상의학과","CU-25-02","-Blood","±","YD diagnostics","2+, 3+","",""
"1000001482","분당 자생 한방 병원","CU-25-02","-Blood","-","Abbott","2+, 3+","",""
"1000001651","8사단 의무근무대","CU-25-02","-Blood","1+","㈜디에프아이","2+, 3+","",""
"1000001654","5사단 의무근무대(열쇠병원)","CU-25-02","-Blood","1+","㈜디에프아이","2+, 3+","",""
"1000001657","30여단 의무중대","CU-25-02","-Blood","1+","㈜디에프아이","2+, 3+","",""
"1000001930","안산시립노인전문병원","CU-25-02","-Blood","-","YD diagnostics","2+, 3+","",""
"1000002074","이승남강남베스트의원","CU-25-02","-Blood","-","YD diagnostics","2+, 3+","",""
"1000002119","강남나누리병원","CU-25-02","-Blood","±","YD diagnostics","2+, 3+","",""
"1000002797","강진 오케이내과","CU-25-02","-Bilirubin","2+","㈜디에프아이","-","",""
"1000002927","연세김창훈내과의원","CU-25-02","-Blood","1+","Abbott","2+, 3+","",""
"1000003038","이이주내과","CU-25-02","-Bilirubin","3+","Abbott","-","",""
"1000003038","이이주내과","CU-25-02","-Blood","-","Abbott","2+, 3+","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-02","-Bilirubin","3+","YD diagnostics","-","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-02","-Urobilinogen","4+","YD diagnostics","-/±","",""
"1000003185","상무대근무지원단 의무대","CU-25-02","-Bilirubin","3+","㈜디에프아이","-","",""
"1000003230","남해군보건소","CU-25-02","-Blood","1+","Others","2+, 3+","",""
"1000003248","목화병원","CU-25-02","-Bilirubin","3+","Others","-","",""
"1000003248","목화병원","CU-25-02","-Urobilinogen","3+","Others","-/±","",""
"1000003592","굿프라임메디컬의원","CU-25-02","-Blood","-","㈜디에프아이","2+, 3+","",""
"1000003626","경대연합속내과","CU-25-02","-Blood","1+","Others","2+, 3+","",""
"100000P079","은평구보건소","CU-25-02","-Urobilinogen","1+","Siemens Healthineers","-/±","",""
"1000000016","대구파티마병원","CU-25-02","-Specific Gravity","1.009","Sysmex","","3.29","3.29"
"1000000027","국군서울지구병원","CU-25-02","-Specific Gravity","1.009","Sysmex","","3.29","3.29"
"1000000169","한국건강관리협회 경기도지부","CU-25-02","-Specific Gravity","1.009","Sysmex","","3.29","3.29"
"1000000212","국립마산병원","CU-25-02","-Specific Gravity","1.010","Sysmex","","4.71","4.71"
"1000000249","대한항공부속의원","CU-25-02","-Specific Gravity","1.015","Siemens Healthineers","","4.71",""
"1000000293","여수전남병원","CU-25-02","-Specific Gravity","1.009","Sysmex","","3.29","3.29"
"1000000438","국립정신건강센터","CU-25-02","-Specific Gravity","1.010","Sysmex","","4.71","4.71"
"1000000461","광주하남성심병원","CU-25-02","-Specific Gravity","1.015","Siemens Healthineers","","4.71",""
"1000000518","원진녹색병원","CU-25-02","-Specific Gravity","1.015","Siemens Healthineers","","4.71",""
"1000000642","서울특별시 서북병원","CU-25-02","-Specific Gravity","1.015","Siemens Healthineers","","4.71",""
"1000000820","해병대 제2사단 의무대대","CU-25-02","-Specific Gravity","1.025","YD diagnostics","","3.18","3.62"
"1000000907","황효주내과의원","CU-25-02","-Leukocyte","1+","Abbott","-","",""
"1000000938","서울 속편한내과의원","CU-25-02","-Specific Gravity","0.015","YD diagnostics","","-255.79","-293.44"
"1000000987","광양제철소부속의원","CU-25-02","-Specific Gravity","1.010","Sysmex","","4.71","4.71"
"1000001006","서울특별시어린이병원","CU-25-02","-Specific Gravity","1.015","Siemens Healthineers","","4.71",""
"1000001307","행당외과영상의학과의원","CU-25-02","-Specific Gravity","1.025","YD diagnostics","","3.18","3.50"
"1000001352","구미 강남병원","CU-25-02","-Leukocyte","2+","YD diagnostics","-","",""
"1000001374","의료재단 녹십자 (광주)","CU-25-02","-Specific Gravity","1.009","Sysmex","","3.29","3.29"
"1000001453","좋은삼정병원","CU-25-02","-Specific Gravity","1.003","Sysmex","","-5.29","-5.29"
"1000001546","연세새로운병원","CU-25-02","-Specific Gravity","1.020","Siemens Healthineers","","8.29",""
"1000001553","두암기독병원","CU-25-02","-Leukocyte","±","Abbott","-","",""
"1000001651","8사단 의무근무대","CU-25-02","-Leukocyte","1+","㈜디에프아이","-","",""
"1000001657","30여단 의무중대","CU-25-02","-Leukocyte","1+","㈜디에프아이","-","",""
"1000002146","더숲요양병원","CU-25-02","-Leukocyte","1+","Abbott","-","",""
"1000002527","속안심연합내과의원","CU-25-02","-Nitrite","Positive","YD diagnostics","Negative","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-02","-Nitrite","Positive","YD diagnostics","Negative","",""
